PTN15365,PTN10442,1000
PTN15365,PTN10442,1000
PTN10424,PTN10436,10000
PTN10424,PTN10436,10000
PTN15041,PTN15288,1000
PTN10412,PTN10031,1000
PTN15226,PTN15091,1000
PTN15161,PTN10165,1000
PTN15200,PTN10451,10000
PTN15215,PTN10423,1000
PTN15198,PTN10435,1000
PTN15385,PTN10331,1000
PTN10451,PTN10560,1000
PTN10451,PTN10560,1000
PTN10387,PTN10388,100000
PTN10447,PTN10448,10000
PTN10507,PTN10530,10000
PTN10470,PTN15305,1000
PTN10507,PTN10530,10000
PTN10470,PTN15305,1000
PTN10387,PTN10388,103125
PTN10447,PTN10448,20000
PTN15086,PTN15341,1000
PTN10416,PTN10437,100000
PTN15035,PTN10555,1000
PTN15035,PTN10555,1000
PTN10417,PTN10451,10000
PTN10473,PTN15305,10000
PTN15067,PTN10532,1000
PTN10435,PTN10249,1000
PTN10416,PTN10437,103125
PTN10436,PTN10437,100000
PTN15367,PTN10438,2000
PTN10388,PTN10389,100000
PTN10447,PTN10448,10000
PTN15088,PTN10467,1000
PTN15245,PTN10534,1000
PTN15088,PTN10467,1000
PTN10475,PTN10031,1000
PTN15035,PTN10001,1000
PTN10436,PTN10437,103125
PTN15075,PTN10535,1000
PTN10422,PTN10433,10000
PTN10422,PTN10433,10000
PTN10388,PTN10389,103125
PTN15367,PTN10438,1000
PTN10419,PTN10253,1000
PTN15232,PTN10283,1000
PTN15070,PTN10244,1000
PTN10433,PTN10548,10000
PTN15104,PTN10165,1000
PTN10417,PTN10427,10000
PTN10417,PTN10427,10000
PTN10543,PTN10087,10000
PTN15052,Virtual LSW-3,1000
PTN15145,PTN10165,1000
PTN10485,PTN10557,1000
PTN15373,PTN10535,1000
PTN10467,PTN10468,1000
PTN10467,PTN10468,1000
PTN15373,PTN10535,1000
PTN10448,PTN15047,1000
PTN10419,PTN10151,1000
PTN10386,PTN10429,10000
PTN10419,PTN10533,20000
PTN10386,PTN10429,10000
PTN10474,PTN10567,1000
PTN15366,PTN10087,1000
PTN10554,PTN10556,1000
PTN10524,PTN10417,10000
PTN10518,PTN10388,10000
PTN15301,PTN10249,1000
PTN10433,PTN10436,100000
PTN10386,PTN10417,100000
PTN15194,PTN15098,1000
PTN10449,PTN10450,10000
PTN10389,PTN10063,10000
PTN10449,PTN10450,10000
PTN10449,PTN10450,20000
PTN10433,PTN10436,103125
PTN10386,PTN10417,103125
PTN15237,PTN10420,1000
PTN10389,PTN10440,100000
PTN10447,PTN10514,1000
PTN15312,PTN15313,1000
PTN15104,PTN15194,1000
PTN15041,PTN10021,10000
PTN10389,PTN10440,103125
PTN10447,PTN10514,1000
PTN15163,PTN10434,1000
PTN15289,PTN10110,1000
PTN10417,PTN10451,20000
PTN10438,PTN15460,1000
PTN10438,PTN15460,1000
PTN15376,PTN10425,1000
PTN10434,PTN15328,1000
PTN10485,PTN10505,10000
PTN10485,PTN10505,10000
PTN15377,PTN10340,1000
PTN10447,PTN10514,2000
PTN10432,PTN10433,100000
PTN15212,PTN10372,1000
PTN15106,PTN10434,1000
PTN10432,PTN10433,103125
PTN10485,PTN10557,1000
PTN10424,PTN10317,1000
PTN10440,PTN10441,100000
PTN15150,PTN10065,1000
PTN10440,PTN10441,103125
PTN10445,PTN15258,1000
PTN10485,PTN10557,2000
PTN10554,PTN10556,1000
PTN10603,PTN10416,10000
PTN10386,PTN10421,10000
PTN10386,PTN10421,10000
PTN10001,PTN10478,1000
PTN10387,PTN10061,10000
PTN10388,PTN10431,10000
PTN15205,PTN10072,1000
PTN15146,PTN10165,1000
PTN10374,Virtual LSW-1,1000
PTN10423,PTN10435,10000
PTN10438,PTN15321,1000
PTN10501,PTN10239,1000
PTN10439,PTN10338,1000
PTN15404,PTN10405,1000
PTN15206,PTN15240,1000
PTN10413,PTN10561,1000
PTN10413,PTN10561,1000
PTN15293,PTN10418,1000
PTN15197,PTN10372,1000
PTN15220,PTN10065,1000
PTN10554,PTN10556,3000
PTN10388,PTN10450,10000
PTN10412,PTN15059,1000
PTN15238,PTN10421,1000
PTN10413,PTN10563,1000
PTN10413,PTN10563,1000
PTN15240,PTN10242,1000
PTN10425,PTN10439,10000
PTN15354,PTN10419,1000
PTN10425,PTN10439,10000
PTN15190,PTN15245,1000
PTN15100,PTN15092,1000
PTN10445,PTN15231,1000
PTN10424,PTN10169,1000
PTN10480,PTN10492,10000
PTN10480,PTN10492,10000
PTN15258,PTN10566,100
PTN10420,PTN10421,10000
PTN10420,PTN10421,10000
PTN10437,PTN10439,40000
PTN10602,PTN10416,10000
PTN10422,PTN15313,1000
PTN10016,PTN10447,10000
PTN10388,PTN10450,20000
PTN10416,PTN10428,10000
PTN10416,PTN10428,10000
PTN15322,PTN10039,1000
PTN15044,PTN15094,1000
PTN10417,PTN10451,10000
PTN10576,PTN10436,10000
PTN10437,PTN10439,41250
PTN10416,PTN10448,20000
PTN10442,PTN10332,1000
PTN10417,PTN10585,10000
PTN10417,PTN10585,10000
PTN15218,PTN15390,1000
PTN10416,PTN10448,10000
PTN15241,PTN15254,1000
PTN15284,PTN15305,1000
PTN10417,PTN10521,10000
PTN10417,PTN10521,10000
PTN10432,PTN10434,40000
PTN10388,PTN10450,10000
PTN15112,PTN15248,1000
PTN10423,PTN15310,1000
PTN10442,PTN10166,1000
PTN10437,PTN10586,10000
PTN10432,PTN10434,41250
PTN10416,PTN10021,10000
PTN10437,PTN10586,10000
PTN15082,Virtual LSW-1,1000
PTN15204,PTN10435,1000
PTN15202,PTN15203,1000
PTN15207,PTN15234,1000
PTN10451,PTN10452,10000
PTN15105,PTN10413,1000
PTN10434,PTN10501,10000
PTN10434,PTN10501,10000
PTN10432,PTN10529,10000
PTN10432,PTN10529,10000
PTN10533,PTN10244,1000
PTN15041,PTN10323,1000
PTN10451,PTN10452,10000
PTN10434,PTN10115,10000
PTN15073,PTN15085,1000
PTN10439,PTN10340,1000
PTN15324,PTN10372,1000
PTN15328,PTN10405,1000
PTN15185,PTN15067,1000
PTN10388,PTN10005,10000
PTN10451,PTN10452,20000
PTN10386,PTN10412,40000
PTN10439,PTN10517,1000
PTN10438,PTN10439,40000
PTN10440,PTN10590,10000
PTN10440,PTN10590,10000
PTN10387,PTN10413,40000
PTN15234,PTN15235,1000
PTN10422,PTN10423,10000
PTN10422,PTN10423,10000
PTN15086,PTN15368,1000
PTN10386,PTN10412,41250
PTN10439,PTN10517,1000
PTN10419,PTN10533,10000
PTN10438,PTN10439,41250
PTN15398,PTN10005,1000
PTN10437,PTN10445,20000
PTN15251,PTN10236,1000
PTN15291,PTN10419,1000
PTN10387,PTN10413,41250
PTN15221,PTN15254,1000
PTN15193,PTN10406,1000
PTN10417,PTN10419,41250
PTN15218,PTN10415,10000
PTN10433,PTN10525,10000
PTN10433,PTN10525,10000
PTN15218,PTN10415,10000
PTN10417,PTN10419,80000
PTN10419,PTN10535,10000
PTN10419,PTN10535,10000
PTN10417,PTN10419,41250
PTN10388,PTN10414,40000
PTN10434,PTN10246,1000
PTN10436,PTN10580,10000
PTN10413,PTN10504,1000
PTN15088,PTN10466,1000
PTN15088,PTN10466,1000
PTN15177,PTN10423,1000
PTN10388,PTN10414,41250
PTN15041,PTN15330,1000
PTN10439,PTN10492,10000
PTN15164,PTN15237,1000
PTN10439,PTN10492,10000
PTN10437,PTN10445,10000
PTN10554,PTN10556,1000
PTN10484,PTN10492,10000
PTN10484,PTN10492,10000
PTN15088,PTN15305,10000
PTN15088,PTN15305,10000
PTN10439,PTN10517,3000
PTN10445,PTN10581,10000
PTN10439,PTN10517,1000
PTN10418,PTN15282,1000
PTN10418,PTN15282,1000
PTN10436,PTN10438,40000
PTN10386,PTN10527,10000
PTN10386,PTN10527,10000
PTN15179,PTN15344,1000
PTN10488,PTN10078,1000
PTN10436,PTN10438,41250
PTN15047,PTN15050,1000
PTN10420,PTN10236,1000
PTN10451,PTN10002,10000
PTN15086,PTN10425,10000
PTN10388,PTN10522,10000
PTN15227,PTN15229,1000
PTN10388,PTN10578,10000
PTN10450,PTN10283,1000
PTN10388,PTN10522,10000
PTN10388,PTN10578,10000
PTN10438,PTN10001,10000
PTN10485,PTN10555,1000
PTN10418,PTN10300,1000
PTN10445,PTN10011,10000
PTN10389,PTN10415,40000
PTN10357,PTN10559,1000
PTN10388,Virtual LSW-2,1000
PTN10389,PTN10415,41250
PTN10470,PTN10471,1000
PTN10470,PTN10471,1000
PTN10387,PTN10526,10000
PTN10387,PTN10526,10000
PTN10422,PTN10297,1000
PTN10417,PTN10584,10000
PTN10417,PTN10584,10000
PTN15305,PTN10473,10000
PTN10357,PTN10562,1000
PTN10437,PTN10576,10000
PTN15215,PTN15216,1000
PTN10412,PTN15311,1000
PTN15049,PTN15308,1000
PTN10439,PTN10077,1000
PTN10387,PTN10430,10000
PTN10387,PTN10430,10000
PTN10448,PTN10360,10000
PTN10388,PTN10528,10000
PTN10388,PTN10528,10000
PTN10414,PTN10415,40000
PTN10485,PTN10555,1000
PTN15029,PTN10307,1000
PTN15250,PTN15252,1000
PTN10412,PTN10014,10000
PTN15172,PTN10418,1000
PTN15172,PTN10418,1000
PTN10421,PTN10315,1000
PTN10434,PTN10331,10000
PTN10414,PTN10415,41250
PTN10433,PTN10435,40000
PTN10490,PTN15287,1000
PTN15086,PTN15375,1000
PTN10435,PTN15314,1000
PTN15223,PTN10191,1000
PTN10416,PTN10519,10000
PTN10416,PTN10519,10000
PTN15225,PTN15250,1000
PTN10433,PTN10435,41250
PTN15149,PTN10553,1000
PTN15149,PTN10553,1000
PTN10413,PTN10420,10000
PTN10413,PTN10420,10000
PTN15196,PTN15209,1000
PTN10421,PTN10165,10000
PTN10485,PTN10555,2000
PTN10417,PTN10023,10000
PTN10577,PTN10388,10000
PTN10439,PTN10372,10000
PTN15148,PTN15214,1000
PTN10416,PTN10418,41250
PTN15378,PTN10383,1000
PTN10416,PTN10418,80000
PTN10412,PTN10413,40000
PTN10412,PTN10413,41250
PTN10440,PTN10442,40000
PTN10516,PTN10410,1000
PTN15368,PTN15295,1000
PTN10440,PTN10442,41250
PTN10386,PTN10008,10000
PTN10441,PTN10443,40000
PTN10416,PTN10418,41250
PTN10416,PTN10530,10000
PTN10416,PTN10530,10000
PTN10438,PTN15320,1000
PTN10441,PTN10443,41250
PTN10436,PTN10587,10000
PTN10436,PTN10587,10000
PTN10419,PTN10479,10000
PTN10419,PTN10479,10000
PTN15081,PTN15084,1000
PTN10419,PTN15354,1000
PTN10422,PTN10171,1000
PTN15145,PTN15213,1000
PTN10434,PTN10435,40000
PTN15198,PTN15201,1000
PTN10434,PTN10435,41250
PTN15170,PTN15256,1000
PTN15086,PTN15326,1000
PTN10388,PTN10577,10000
PTN10419,PTN10316,1000
PTN10437,PTN10007,10000
PTN10417,PTN10425,10000
PTN15161,PTN15208,1000
PTN10417,PTN10425,10000
PTN10450,PTN10362,10000
PTN15500,PTN10519,10000
PTN15500,PTN10519,10000
PTN10418,PTN15293,1000
PTN10417,PTN10602,10000
PTN10417,PTN10602,10000
PTN10435,PTN10304,10000
PTN15211,PTN15212,1000
PTN15090,PTN15461,1000
PTN10386,PTN10526,10000
PTN10433,PTN10111,10000
PTN10386,PTN10526,10000
PTN10419,PTN15291,1000
PTN15407,PTN10421,1000
Virtual LSW-2,PTN10388,1000
PTN10533,PTN10534,10000
PTN10420,PTN10532,10000
PTN15060,PTN10413,10000
PTN10471,PTN10472,1000
PTN10471,PTN10472,1000
PTN10420,PTN10532,10000
PTN15102,PTN15099,1000
PTN10449,PTN10579,1000
PTN15221,PTN15229,1000
PTN10439,PTN10087,10000
PTN10421,PTN10423,10000
PTN10421,PTN10423,10000
PTN10442,PTN10443,40000
PTN10442,PTN10443,41250
PTN10418,PTN10419,41250
PTN15343,PTN10487,10000
PTN10418,PTN10614,10000
PTN10418,PTN10614,10000
PTN10436,PTN10591,10000
PTN10436,PTN10591,10000
PTN10386,PTN10452,10000
PTN10418,PTN10419,80000
PTN10573,PTN10581,10000
PTN10573,PTN10581,10000
PTN15041,PTN10195,1000
PTN10412,PTN10502,1000
PTN10441,PTN10597,10000
PTN10441,PTN10597,10000
PTN10418,PTN10419,41250
PTN10552,PTN10573,10000
PTN10552,PTN10573,10000
PTN15146,PTN15147,1000
PTN10437,PTN10595,10000
PTN10437,PTN10595,10000
PTN10413,PTN10350,10000
PTN10418,PTN10353,10000
PTN10436,PTN10006,10000
PTN10440,PTN10598,10000
PTN10440,PTN10598,10000
PTN10431,PTN10389,10000
PTN10449,PTN10594,10000
PTN10448,PTN10491,10000
PTN10448,PTN10491,10000
PTN10418,PTN10481,10000
PTN10418,PTN10481,10000
PTN10438,PTN10087,10000
PTN10449,PTN10594,10000
PTN10417,PTN10506,10000
PTN10419,PTN10487,10000
PTN10419,PTN10487,10000
PTN10417,PTN10506,10000
PTN15186,PTN10534,1000
PTN10479,PTN15284,10000
PTN10479,PTN15284,10000
PTN10386,PTN10452,20000
PTN10435,PTN10395,10000
PTN15227,PTN15228,1000
PTN10438,PTN10556,10000
PTN10438,PTN10556,10000
PTN10388,PTN10548,10000
PTN10388,PTN10548,10000
PTN10548,PTN10433,10000
PTN10520,PTN10416,10000
PTN10451,PTN10600,10000
PTN10451,PTN10600,10000
PTN10452,PTN10359,10000
PTN15308,PTN10285,1000
PTN10436,PTN10588,10000
PTN10436,PTN10588,10000
PTN10386,PTN10452,10000
PTN10559,PTN10566,1000
PTN10387,PTN10527,10000
PTN10387,PTN10527,10000
PTN10419,PTN10494,10000
PTN10419,PTN10494,10000
PTN10412,PTN10593,10000
PTN10412,PTN10593,10000
PTN15409,PTN10414,1000
PTN10417,PTN10524,10000
PTN15284,PTN10307,1000
PTN15182,PTN10462,1000
PTN10432,PTN10019,10000
PTN10437,PTN10507,10000
PTN10437,PTN10507,10000
PTN10386,PTN10589,10000
PTN10386,PTN10589,10000
PTN10417,PTN10520,10000
PTN10417,PTN10520,10000
PTN10424,PTN10425,10000
PTN10424,PTN10425,10000
PTN10419,PTN10013,10000
PTN10416,PTN10603,10000
PTN10388,PTN10389,1000
PTN15027,PTN10581,1000
PTN10432,PTN10601,10000
PTN10432,PTN10601,10000
PTN15204,PTN10419,1000
PTN10443,PTN10332,1000
PTN15397,PTN10414,10000
PTN15397,PTN10414,10000
PTN10388,PTN10518,10000
PTN10419,PTN10039,10000
PTN15404,PTN10406,1000
PTN10416,PTN10584,10000
PTN10416,PTN10584,10000
PTN15188,PTN10419,1000
PTN15188,PTN10419,1000
PTN15101,PTN10011,1000
PTN15103,PTN15408,1000
PTN10435,PTN10423,10000
PTN10487,PTN10546,10000
PTN10487,PTN10546,10000
PTN10418,PTN10547,1000
PTN10418,PTN10547,1000
PTN15108,PTN10420,1000
PTN10440,PTN10017,10000
PTN10501,PTN10333,10000
PTN15399,PTN10434,1000
PTN10508,PTN15321,10000
PTN15310,PTN15312,1000
PTN15256,PTN15257,1000
PTN10437,PTN10596,10000
PTN10437,PTN10596,10000
PTN10425,PTN15318,1000
PTN10445,PTN10446,10000
PTN10412,PTN10143,10000
PTN10505,PTN10506,10000
PTN10505,PTN10506,10000
PTN10441,PTN10018,10000
PTN10578,PTN10389,10000
PTN10421,PTN15292,1000
PTN10387,PTN10429,10000
PTN10387,PTN10429,10000
PTN10487,PTN15343,10000
PTN10445,PTN10446,20000
PTN10386,PTN10430,10000
PTN10386,PTN10430,10000
PTN10445,PTN10446,10000
PTN10418,PTN10419,10000
PTN10480,PTN10556,10000
PTN10480,PTN10556,10000
PTN10416,PTN10427,10000
PTN10416,PTN10427,10000
PTN10438,PTN10488,10000
PTN10438,PTN10488,10000
PTN15336,PTN15337,1000
PTN10501,PTN10534,10000
PTN10501,PTN10534,10000
PTN15373,PTN15375,1000
PTN15024,PTN10568,100
PTN15052,PTN15093,100
PTN15101,PTN15095,1000
PTN15074,PTN10087,1000
PTN10420,PTN15337,1000
PTN10492,PTN10541,10000
PTN10492,PTN10541,10000
PTN10532,PTN10065,10000
PTN10357,PTN10446,10000
PTN10446,PTN10447,10000
PTN10562,PTN10568,1000
PTN15163,PTN15397,1000
PTN15163,PTN15397,1000
PTN10475,PTN10476,1000
PTN10475,PTN10476,1000
PTN15047,PTN15048,1000
PTN10435,PTN10187,1000
PTN10532,PTN10174,1000
PTN10389,PTN10528,10000
PTN10389,PTN10528,10000
PTN10446,PTN10447,20000
PTN10452,PTN10599,10000
PTN10452,PTN10599,10000
PTN10389,PTN10578,10000
PTN15075,PTN10418,100
PTN10418,PTN10351,10000
PTN15145,PTN10553,1000
PTN10417,PTN10426,10000
PTN10417,PTN10426,10000
PTN10389,PTN10431,10000
PTN15085,PTN15341,1000
PTN10433,PTN10601,10000
PTN10433,PTN10601,10000
PTN10446,PTN10447,10000
PTN10552,PTN10571,10000
PTN10552,PTN10571,10000
PTN10572,PTN10573,10000
PTN10572,PTN10573,10000
PTN15235,PTN10242,1000
PTN10416,PTN10520,10000
PTN10417,PTN10428,10000
PTN10417,PTN10428,10000
PTN15071,PTN10087,1000
PTN10481,PTN10544,10000
PTN10481,PTN10544,10000
PTN15107,PTN10501,1000
PTN10529,PTN10433,10000
PTN10433,PTN10529,10000
PTN10418,PTN10479,10000
PTN10418,PTN10479,10000
PTN15044,PTN15305,1000
PTN15102,PTN15092,1000
PTN15147,PTN15214,1000
PTN10419,PTN10479,1000
PTN10419,PTN10479,1000
PTN10419,PTN10479,1000
PTN10419,PTN10479,3000
PTN15366,PTN15378,1000
PTN10418,PTN10545,10000
PTN10418,PTN10545,10000
PTN10419,PTN10175,1000
PTN15185,PTN15251,1000
PTN10416,PTN10521,10000
PTN10416,PTN10521,10000
PTN10474,PTN10569,100
PTN10420,PTN10333,10000
PTN15245,PTN10246,1000
PTN10481,PTN10488,1000
PTN10481,PTN10488,1000
PTN15086,PTN15295,1000
PTN15248,PTN10304,1000
PTN15025,PTN10581,1000
PTN15060,PTN15407,1000
PTN10472,PTN10473,1000
PTN10472,PTN10473,1000
PTN15354,PTN10249,1000
PTN10413,PTN15311,1000
PTN15069,PTN15293,1000
PTN15100,PTN10199,1000
PTN10485,PTN10554,1000
PTN15216,PTN15288,1000
PTN10416,PTN10585,10000
PTN10416,PTN10585,10000
PTN15097,PTN10447,1000
PTN15070,PTN10302,1000
PTN10485,PTN10554,1000
PTN15096,PTN15460,1000
PTN15233,PTN10315,1000
PTN10485,PTN10554,3000
PTN10418,PTN10493,10000
PTN10418,PTN10493,10000
PTN10359,Virtual LSW-3,1000
PTN15365,PTN10332,1000
PTN15167,PTN10533,1000
PTN15058,PTN15060,1000
PTN15090,PTN15311,1000
PTN15407,PTN15337,1000
PTN10485,PTN10554,1000
PTN10419,PTN10143,1000
PTN15150,PTN10151,1000
PTN15292,PTN10297,1000
PTN15060,PTN10420,1000
PTN15059,PTN10413,1000
PTN15399,PTN15409,1000
PTN15068,PTN15069,1000
PTN15228,PTN15229,1000
PTN15025,PTN10446,1000
PTN15282,PTN10533,1000
PTN15030,PTN15376,1000
PTN15397,PTN10415,1000
PTN15397,PTN10415,1000
PTN15030,PTN10563,1000
PTN10446,PTN10572,10000
PTN10446,PTN10572,10000
PTN15073,PTN10087,100
PTN10307,PTN10570,1000
PTN15090,PTN15461,1000
PTN15287,PTN15306,1000
PTN10387,PTN10449,10000
PTN10484,PTN10546,10000
PTN10484,PTN10546,10000
PTN10415,PTN10166,1000
PTN10412,PTN10604,10000
PTN10412,PTN10604,10000
PTN10449,PTN10015,10000
PTN10387,PTN10449,20000
PTN10574,PTN10413,10000
PTN10533,PTN10303,1000
PTN15044,PTN10340,1000
PTN10535,PTN10173,1000
PTN10387,PTN10449,10000
PTN10418,PTN10592,10000
PTN10418,PTN10592,10000
PTN10592,PTN10593,10000
PTN10592,PTN10593,10000
PTN10413,PTN10574,10000
PTN10493,PTN10494,10000
PTN10493,PTN10494,10000
PTN10416,PTN10602,10000
PTN10577,PTN10389,10000
PTN10417,PTN10615,10000
PTN10417,PTN10615,10000
PTN10389,PTN10577,10000
PTN10416,PTN10615,10000
PTN10416,PTN10615,10000
PTN10436,PTN10586,10000
PTN10436,PTN10586,10000
PTN10509,PTN10543,1000
PTN10509,PTN10543,1000
PTN10414,PTN10396,1000
PTN10281,PTN10063,1000
PTN10414,PTN10606,10000
PTN10414,PTN10606,10000
PTN10436,PTN10576,10000
PTN10419,PTN10612,10000
PTN10419,PTN10612,10000
PTN10389,PTN10522,10000
PTN10389,PTN10522,10000
PTN10432,PTN10525,10000
PTN10432,PTN10525,10000
PTN10535,PTN10519,10000
PTN10571,PTN10572,10000
PTN10571,PTN10572,10000
PTN10508,PTN10542,10000
PTN10508,PTN10542,10000
PTN10507,PTN10039,10000
PTN15232,PTN10283,10000
PTN10535,PTN10536,10000
PTN10535,PTN10536,10000
PTN10507,PTN10372,10000
PTN10389,PTN10388,1000
PTN10389,PTN10388,1000
PTN10470,PTN10565,1000
PTN10299,PTN10280,1000
PTN10298,PTN10280,1000
PTN10281,PTN10064,1000
PTN10303,PTN10304,10000
PTN10535,PTN10519,10000
PTN10380,PTN10317,1000
PTN10300,PTN10253,1000
PTN10357,Virtual LSW-5,1000
